model,scenario,variable,year,version,filename,filesize,download_url,modified_date
NorESM2-MM,ssp245,tas,2050,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2050.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2050.nc,2021-11-03T19:20:43.895Z
NorESM2-MM,ssp245,tas,2051,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2051.nc,245.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2051.nc,2021-11-03T19:21:03.185Z
NorESM2-MM,ssp245,tas,2052,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2052.nc,245.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2052.nc,2021-11-03T19:21:17.611Z
NorESM2-MM,ssp245,tas,2053,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2053.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2053.nc,2021-11-03T19:21:30.418Z
NorESM2-MM,ssp245,tas,2054,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2054.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2054.nc,2021-11-03T19:21:44.334Z
NorESM2-MM,ssp245,tas,2055,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2055.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2055.nc,2021-11-03T19:22:02.207Z
NorESM2-MM,ssp245,tas,2056,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2056.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2056.nc,2021-11-03T19:22:10.788Z
NorESM2-MM,ssp245,tas,2057,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2057.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2057.nc,2021-11-03T19:22:20.064Z
NorESM2-MM,ssp245,tas,2058,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2058.nc,245.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2058.nc,2021-11-03T19:22:32.705Z
NorESM2-MM,ssp245,tas,2059,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2059.nc,245.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2059.nc,2021-11-03T19:22:54.840Z
NorESM2-MM,ssp245,tas,2060,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2060.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2060.nc,2021-11-03T19:23:16.762Z
NorESM2-MM,ssp245,tas,2061,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2061.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2061.nc,2021-11-03T19:23:24.926Z
NorESM2-MM,ssp245,tas,2062,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2062.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2062.nc,2021-11-03T19:23:40.608Z
NorESM2-MM,ssp245,tas,2063,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2063.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2063.nc,2021-11-03T19:23:56.587Z
NorESM2-MM,ssp245,tas,2064,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2064.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2064.nc,2021-11-03T19:24:10.259Z
NorESM2-MM,ssp245,tas,2065,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2065.nc,245.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2065.nc,2021-11-03T19:24:30.354Z
NorESM2-MM,ssp245,tas,2066,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2066.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2066.nc,2021-11-03T19:24:57.586Z
NorESM2-MM,ssp245,tas,2067,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2067.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2067.nc,2021-11-03T19:25:05.350Z
NorESM2-MM,ssp245,tas,2068,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2068.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2068.nc,2021-11-03T19:25:13.150Z
NorESM2-MM,ssp245,tas,2069,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2069.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2069.nc,2021-11-03T19:25:24.233Z
NorESM2-MM,ssp245,tas,2070,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2070.nc,245.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2070.nc,2021-11-03T19:25:31.996Z
NorESM2-MM,ssp245,tas,2071,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2071.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2071.nc,2021-11-03T19:25:41.362Z
NorESM2-MM,ssp245,tas,2072,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2072.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2072.nc,2021-11-03T19:25:49.574Z
NorESM2-MM,ssp245,tas,2073,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2073.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2073.nc,2021-11-03T19:26:00.631Z
NorESM2-MM,ssp245,tas,2074,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2074.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2074.nc,2021-11-03T19:26:10.159Z
NorESM2-MM,ssp245,tas,2075,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2075.nc,245.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2075.nc,2021-11-03T19:26:23.268Z
NorESM2-MM,ssp245,tas,2076,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2076.nc,245.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2076.nc,2021-11-03T19:26:31.383Z
NorESM2-MM,ssp245,tas,2077,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2077.nc,245.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2077.nc,2021-11-03T19:26:46.429Z
NorESM2-MM,ssp245,tas,2078,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2078.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2078.nc,2021-11-03T19:27:02.660Z
NorESM2-MM,ssp245,tas,2079,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2079.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2079.nc,2021-11-03T19:27:11.054Z
NorESM2-MM,ssp245,tas,2080,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2080.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2080.nc,2021-11-03T19:27:26.717Z
NorESM2-MM,ssp245,tas,2081,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2081.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2081.nc,2021-11-03T19:27:54.253Z
NorESM2-MM,ssp245,tas,2082,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2082.nc,245.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2082.nc,2021-11-03T19:28:11.992Z
NorESM2-MM,ssp245,tas,2083,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2083.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2083.nc,2021-11-03T19:28:20.011Z
NorESM2-MM,ssp245,tas,2084,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2084.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2084.nc,2021-11-03T19:28:30.356Z
NorESM2-MM,ssp245,tas,2085,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2085.nc,245.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2085.nc,2021-11-03T19:28:38.804Z
NorESM2-MM,ssp245,tas,2086,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2086.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2086.nc,2021-11-03T19:28:51.717Z
NorESM2-MM,ssp245,tas,2087,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2087.nc,245.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2087.nc,2021-11-03T19:29:08.013Z
NorESM2-MM,ssp245,tas,2088,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2088.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2088.nc,2021-11-03T19:29:16.666Z
NorESM2-MM,ssp245,tas,2089,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2089.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2089.nc,2021-11-03T19:29:36.639Z
NorESM2-MM,ssp245,tas,2090,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2090.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2090.nc,2021-11-03T19:29:46.414Z
NorESM2-MM,ssp245,tas,2091,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2091.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2091.nc,2021-11-03T19:29:58.957Z
NorESM2-MM,ssp245,tas,2092,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2092.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2092.nc,2021-11-03T19:30:16.224Z
NorESM2-MM,ssp245,tas,2093,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2093.nc,245.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2093.nc,2021-11-03T19:30:39.920Z
NorESM2-MM,ssp245,tas,2094,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2094.nc,245.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2094.nc,2021-11-03T19:30:57.141Z
NorESM2-MM,ssp245,tas,2095,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2095.nc,245.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2095.nc,2021-11-03T19:31:28.261Z
NorESM2-MM,ssp245,tas,2096,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2096.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2096.nc,2021-11-03T19:31:50.677Z
NorESM2-MM,ssp245,tas,2097,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2097.nc,245.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2097.nc,2021-11-03T19:31:58.560Z
NorESM2-MM,ssp245,tas,2098,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2098.nc,245.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2098.nc,2021-11-03T19:32:12.312Z
NorESM2-MM,ssp245,tas,2099,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2099.nc,245.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2099.nc,2021-11-03T19:32:22.781Z
NorESM2-MM,ssp245,tas,2100,no_version,tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2100.nc,245.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tas/tas_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2100.nc,2021-11-03T19:32:49.475Z
NorESM2-MM,ssp245,tasmax,2015,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2015.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2015.nc,2021-11-03T19:32:59.673Z
NorESM2-MM,ssp245,tasmax,2016,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2016.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2016.nc,2021-11-03T19:33:16.017Z
NorESM2-MM,ssp245,tasmax,2017,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2017.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2017.nc,2021-11-03T19:33:24.401Z
NorESM2-MM,ssp245,tasmax,2018,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2018.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2018.nc,2021-11-03T19:33:32.154Z
NorESM2-MM,ssp245,tasmax,2019,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2019.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2019.nc,2021-11-03T19:33:48.063Z
NorESM2-MM,ssp245,tasmax,2020,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2020.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2020.nc,2021-11-03T19:34:12.003Z
NorESM2-MM,ssp245,tasmax,2021,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2021.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2021.nc,2021-11-03T19:34:20.107Z
NorESM2-MM,ssp245,tasmax,2022,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2022.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2022.nc,2021-11-03T19:34:42.925Z
NorESM2-MM,ssp245,tasmax,2023,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2023.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2023.nc,2021-11-03T19:34:50.983Z
NorESM2-MM,ssp245,tasmax,2024,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2024.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2024.nc,2021-11-03T19:34:58.733Z
NorESM2-MM,ssp245,tasmax,2025,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2025.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2025.nc,2021-11-03T19:35:06.620Z
NorESM2-MM,ssp245,tasmax,2026,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2026.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2026.nc,2021-11-03T19:35:14.521Z
NorESM2-MM,ssp245,tasmax,2027,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2027.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2027.nc,2021-11-03T19:35:22.333Z
NorESM2-MM,ssp245,tasmax,2028,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2028.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2028.nc,2021-11-03T19:35:30.227Z
NorESM2-MM,ssp245,tasmax,2029,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2029.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2029.nc,2021-11-03T19:35:38.239Z
NorESM2-MM,ssp245,tasmax,2030,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2030.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2030.nc,2021-11-03T19:35:46.098Z
NorESM2-MM,ssp245,tasmax,2031,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2031.nc,244.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2031.nc,2021-11-03T19:35:53.957Z
NorESM2-MM,ssp245,tasmax,2032,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2032.nc,244.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2032.nc,2021-11-03T19:36:01.750Z
NorESM2-MM,ssp245,tasmax,2033,no_version,tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2033.nc,244.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/NorESM2-MM/ssp245/r1i1p1f1/tasmax/tasmax_day_NorESM2-MM_ssp245_r1i1p1f1_gn_2033.nc,2021-11-03T19:36:09.678Z
